company_id,sales,ebitda,net_income,assets,debt,equity,country,sector,employees,years_operating,country_risk,gdp_growth,interest_rate,ev_ebitda,p_e,ev_sales,ev,has_license,environmental_score,op_efficiency,market_share,total_assets_reported
12,76.71351232,18.06340541,20.60637318,305.7814181,63.39609521,318.338628,Argentina,Technology,1729,12,3.982818584,-0.948155789,8.685131815,16.9581685,17.20541331,2.769423452,308.5685958,0,,98.74768363,475.4060654,318.2097293
13,112.0981136,12.83177679,-0.297308549,141.0887867,55.98831255,165.2045556,Peru,Finance,397,13,2.556082875,1.233395625,9.481208001,10.03724902,13.46613658,3.066465484,136.0608882,0,,90.51637886,454.8043917,157.7713567
14,10,1.334633829,-1.176945481,106.4403701,82.82538643,117.4662943,Chile,Finance,710,8,2.159208723,4.683838012,3.889285554,9.722195978,13.46501821,2.774536188,16.54622539,0,,103.7840661,410.0793039,106.2461351
15,13.75410837,19.17319314,5.331205389,182.2082124,64.3700943,67.59415078,Chile,Manufacturing,625,16,5.283970023,-2.282923641,3.575903222,6.753639369,11.91350465,2.731461582,117.1423779,0,,68.1207254,,195.8899208
16,71.88562354,18.78252492,18.30703081,108.7189081,24.16071261,182.7978113,Colombia,Technology,1952,29,5.051244891,2.464399184,4.364839859,11.13916813,18.4928774,2.809729503,200.3593187,0,25.95450474,95.79356009,559.7726356,119.9568626
17,49.35844398,35.13449743,-2.154768604,158.2569618,115.3568652,274.803392,Argentina,Finance,499,35,5.54179468,4.698112624,5.658717031,10.1988312,19.24402729,0.567265857,355.1192869,0,,50.56880183,422.3053498,154.4776689
18,115.7123666,26.30811685,-5,234.4053922,55.8300039,132.6861729,Argentina,Retail,429,29,5.301932201,-0.595383136,9.93664981,11.76324258,14.677889,2.250081515,320.122908,0,,66.48416433,578.3254563,243.0488979
19,54.59879622,9.758131757,6.390729133,234.8341739,45.5797932,10,Colombia,Finance,748,31,2.571473406,3.891583371,9.379239375,11.6662283,8.200158932,3.662261111,106.1817521,0,,63.47628301,536.9704744,253.9981781
20,29.38481493,38.54092566,14.4139264,110.2169934,78.91776269,196.903477,Chile,Manufacturing,415,13,3.455394407,4.469260363,11.25451592,5.041821424,17.01585083,6.442331011,198.875491,0,,120.9470348,479.715581,109.1539758
21,173.2824384,32.21033696,19.602094,151.2294627,57.48352838,218.9779798,Chile,Finance,1300,12,2.64763305,2.976689675,2.586295591,5.780321021,17.1100718,1.295691067,189.2230137,0,,100.2796363,530.8211052,164.782316
22,88.71118498,25.82097703,6.294709103,307.4333005,61.97684579,38.99080517,Chile,Technology,1191,2,6.21486201,-1.149373502,2.11556281,5.992424369,13.91642494,2.92307996,170.5922247,0,,74.75901954,521.2566623,322.7156326
23,103.3764102,17.73515901,6.708587143,249.6400118,124.76552,162.3538929,Peru,Technology,461,33,5.734518277,-0.327994249,8.991388297,6.112118713,24.33615644,1.928953422,107.9825995,0,,109.8213209,444.9112819,261.8165257
24,28.76259069,10.40560763,19.23120587,407.5065039,41.74635715,181.5858211,Mexico,Energy,1000,8,3.007635015,-2.713525645,4.792874958,8.646904729,7.180353675,4.547651904,72.42871366,0,60.33805376,119.7730896,499.2511113,428.2292872
25,72.78086377,16.27793224,-4.957933598,318.0128174,40.46717318,144.8824889,Chile,Technology,405,41,3.706546202,3.651625874,5.340788955,6.866393096,5,1.146217239,118.2393862,0,,110.1697111,451.0080614,335.6263174
26,105.5461295,30.8874862,6.891833799,314.4293069,53.49735536,94.64603566,Mexico,Energy,303,40,6.833074961,3.796889492,7.468020259,12.14519708,11.3458255,3.12493949,396.5151593,0,,96.22579743,532.7064001,325.3725813
27,42.45032113,38.84586306,11.52339112,61.21314495,82.14547807,221.1156056,Mexico,Retail,1616,49,4.970796789,2.06168248,3.024131231,11.80935976,18.55212267,1.0927889,465.8686057,0,,104.6497324,464.2389524,62.97170454
28,118.7849009,35.43243528,13.59374977,276.3860352,4.803979094,121.7634178,Argentina,Manufacturing,1746,41,6.005777987,-0.17977719,8.426944165,7.987076812,9.720776813,2.181433332,275.1249663,0,,118.0299307,495.1685232,292.058329
29,69.9680655,15.11150578,5.921546454,194.6893198,0,46.03696861,Colombia,Retail,776,32,3.322955174,-2.385511779,5.251474462,11.91065243,10.09514541,2.465686669,169.1684343,0,,90.61508325,493.010054,205.308215
30,85.41531251,8.803825667,10.27552809,144.9018196,32.38654188,10,Peru,Energy,1517,38,3.050264601,3.024460879,8.327151243,10.97626925,19.75510668,3.569691682,87.10347266,0,62.83379165,100.5973385,506.07895,153.8930384
31,69.91466939,21.40886247,-5,216.8015341,0.982311228,238.2594664,Mexico,Finance,730,28,5.919584644,2.812209549,10.34006913,7.098586882,17.31273961,1.422833174,172.0057891,0,,94.85613911,583.1277541,224.0481755
32,192.6139092,2.315606344,4.734012701,294.5211535,37.25505957,193.1664784,Peru,Finance,1154,15,5.429362276,4.300820174,3.711113333,4,16.88530455,3.163383049,5.989150972,0,,67.73168295,487.9519709,312.4087072
33,99.32513876,23.23167714,13.6280697,250.0831591,65.07499088,156.1581483,Argentina,Retail,1119,23,5.404889646,2.844256168,11.30873093,7.56406323,18.9071446,2.518777723,169.0994409,0,,118.3313636,560.8963571,263.2196954
34,47.11445355,18.52397414,2.141647726,112.1526199,23.27753409,119.1807754,Chile,Finance,1122,24,4.763172909,3.629559538,7.306881411,6.710755738,12.87403523,2.772793386,122.7254993,0,,141.1454373,523.9998497,109.8567506
35,141.1272456,15.33963498,10.47187377,274.2458914,7.195202697,112.970111,Mexico,Energy,1522,13,4.817891714,2.967636943,11.22927765,8.41301125,13.10507963,3.458332715,125.8834512,0,,82.52410758,570.9201273,285.3013283
36,38.9578175,4.052969327,13.57498001,136.2412458,52.08011485,74.69843461,Colombia,Manufacturing,859,21,5.678487527,2.045497506,4.077300822,8.178456574,19.04889636,1.217443307,48.82353724,0,,119.2536047,483.0782108,138.5757855
37,110.4431798,25.13600107,7.259606393,221.6683119,75.87630454,119.7981049,Argentina,Technology,1480,12,3.350012406,0.415731154,8.045626646,8.126035318,8.275566096,3.310594973,194.1112575,0,,83.1601244,534.8068121,228.209837
38,10,14.6729916,11.36371017,169.6649933,0,10,Peru,Energy,1953,13,3.763842329,4.216938469,6.038871173,9.047369483,5,1.931095147,144.5584088,0,,,497.0365989,175.7658423
39,33.59069756,8.300831643,2.298139478,178.1133748,74.60697195,98.47554426,Chile,Energy,1356,39,6.358183853,2.207748575,9.742221912,5.574956106,12.83357913,3.595873455,47.49769302,0,,130.1602455,350.5303489,190.0864033
40,109.8430618,1,8.347109762,276.6242975,74.51918611,128.2343739,Peru,Technology,522,23,3.544326005,0.186842576,8.059089432,8.822720555,19.65436645,2.834557635,20.89298569,0,,89.59122029,445.5078207,287.3215511
41,136.923329,19.72485095,14.88172936,95.98062802,78.62255306,192.6916033,Colombia,Technology,465,46,4.731547857,-2.332245639,6.94515457,7.120767694,16.27779849,2.290471618,156.2822718,0,,99.70627171,529.1188473,101.9049488
42,108.5684141,37.72251597,11.25578369,394.5195074,86.55440645,147.2051476,Mexico,Manufacturing,1028,43,5.51319732,-0.674361153,11.12985406,8.3999644,19.28645752,1.909974031,317.7157675,0,,63.96994007,525.8132458,414.5512956
43,94.21758588,36.61259215,5.307749843,50,116.0604177,205.644618,Colombia,Manufacturing,649,28,6.999624134,1.349813879,5.771170642,9.91481969,5,3.323294994,359.8566134,0,,86.71591312,435.2511306,48.60473798
44,84.94481522,15.42903743,11.79373123,140.2332317,39.31723854,244.4394574,Peru,Manufacturing,1194,14,4.176456657,-0.79491704,4.199802049,5.551200454,16.57748404,3.760951685,86.31146792,0,,61.87455356,511.0183774,145.5208176
45,26.07390048,13.9778794,15.71687833,237.021189,53.2871474,224.0719066,Peru,Finance,1076,17,4.140464383,-1.230117217,8.081011869,7.437412695,18.26932252,1.967148459,103.0115509,0,58.31119998,108.5835624,525.1630113,253.1964946
46,64.00778958,24.68774256,-5,258.4314166,37.506847,182.9356893,Colombia,Energy,1389,24,6.212941897,1.219148113,8.240284372,7.762931532,8.246012887,1.366993434,175.0795906,0,,116.6327512,,272.102019
47,76.96806145,10.01614561,19.27259252,189.9524279,50.05930534,150.8303875,Colombia,Technology,509,34,6.027515556,-1.641437233,6.390946216,6.971462057,19.31028795,3.194211043,85.3519828,0,,95.56730227,536.4409319,202.1941886
48,152.8561113,23.017919,7.309962091,194.2609297,95.98620067,81.34483941,Colombia,Energy,1300,48,5.655379409,3.403280507,6.866100437,9.799658992,14.44240552,1.051469058,228.0256071,0,,105.7177393,529.6277654,210.3364589
49,117.1809145,27.66080278,13.40391947,241.0550085,9.649565482,201.7960836,Chile,Energy,128,22,4.316148187,0.874945211,11.59553414,6.559223282,30.35668351,1.194487562,169.8023898,0,,,498.242821,255.2824442
50,11.84799223,32.26933224,19.57797539,176.8930523,24.16850984,267.5823168,Peru,Manufacturing,1730,10,3.619695601,1.590902192,9.326856914,6.889199201,5,1.437299724,201.6346247,0,58.6524495,114.8109073,474.4587591,176.1342605
51,116.2041985,18.99845924,-0.973389578,339.3181258,91.3154281,173.9474228,Argentina,Manufacturing,1827,8,5.043652413,-1.820933859,3.106017515,6.580161734,21.84557184,2.084549517,101.7369421,0,,102.5892387,552.1270796,357.6370207
52,80.74588598,17.9632625,4.324471981,283.9349114,80.60109521,284.2081404,Chile,Energy,1617,21,6.381116466,-0.403389315,4.121300709,10.18411082,13.02920952,1.163668111,190.6446604,0,45.7728554,60.28673288,523.1581049,295.0410998
53,66.15389998,11.22017413,7.691610433,287.2824351,39.1060506,43.20998044,Chile,Manufacturing,824,37,6.418887291,0.280717466,11.75576634,7.015111775,6.914241428,0.561200091,72.52099999,0,,118.7996164,430.9283674,310.6980699
54,130.5838144,11.73119646,3.729971831,103.3843277,75.63206003,69.20856307,Chile,Finance,1796,7,2.542491725,3.465702644,9.264655538,8.920090782,12.36522428,1.364555806,100.0943307,0,,,511.0448828,110.5498911
55,151.5499761,17.73521108,23.87949261,192.0611576,60.23647527,209.8641055,Argentina,Technology,1144,26,4.141751419,3.161276185,11.15045126,11.9514102,16.38739621,3.142474447,216.8423253,0,,74.59241058,442.4487645,198.677024
56,146.564006,23.67365507,3.145823249,169.9534051,95.00823827,168.5003147,Colombia,Energy,945,13,4.323609781,-1.216180202,5.03861464,7.850363159,20.18733335,1.228455928,180.686308,0,,91.22132055,451.7716034,181.283635
57,58.03912384,29.13584626,5.555625764,99.43986243,52.23528781,241.9647524,Peru,Technology,1270,16,6.888076838,1.929432653,9.418668601,10.22412136,23.60982144,2.159730322,303.3536723,1,,61.95860703,467.4044982,104.8658101
58,84.53938121,11.96821049,11.63511225,236.0164184,80.76896342,148.9169851,Mexico,Finance,107,30,5.389990076,-1.052349138,9.140027085,11.34270817,22.10946544,4.446698462,136.7045596,0,,75.00221378,502.2436618,239.2274527
59,116.5631716,34.92688569,0.382803791,146.2354242,129.2603573,89.24172042,Mexico,Manufacturing,1497,31,4.036232086,4.905977246,4.946899854,10.05438312,10.1730899,2.45082587,350.3269941,0,,102.8589922,518.7242789,157.8624993
60,148.7772564,17.28876399,6.834554306,265.540383,67.94297465,135.048473,Peru,Retail,1542,5,2.13028943,4.616991025,7.508163255,7.966397368,20.65082346,2.84253099,122.0016599,0,52.21852517,104.5342337,479.5529055,276.7897026
61,76.04128811,19.78632706,12.53962609,92.98084371,51.47984497,42.71212204,Argentina,Finance,673,32,4.8269258,1.506117764,8.274151113,9.284215518,16.95642479,1.553959982,175.5032111,0,,,481.7408692,104.7329774
62,90.71705117,12.52788321,7.337116765,371.9040613,71.67340956,70.99865288,Mexico,Retail,97,16,2.480379878,2.591220575,6.811318108,5.425242814,11.7269849,4.663474854,73.992162,0,,100.0641974,474.8378172,389.8771104
63,44.6832513,1,9.252905129,110.3667341,39.04157425,218.0710799,Chile,Technology,1508,47,6.172249787,3.411443058,10.27178707,6.439913684,13.94044703,1.958705511,-0.380304465,0,,86.14269753,552.3756819,123.0815383
64,40.1896688,28.84045396,5.7653431,221.9302337,121.6390312,211.095119,Mexico,Energy,1258,9,5.762593303,2.76798736,10.32869042,6.790649637,11.4507867,2.271895316,207.8991138,0,,98.91081721,357.3528248,235.1512362
65,140.6262911,27.36843897,-2.115762473,279.185931,55.40213113,175.4102999,Peru,Manufacturing,1952,22,4.3025458,2.598629529,10.50600548,12.48122424,15.18546171,3.817058678,365.0556371,0,,91.25585106,484.5661295,298.0158444
66,167.8120014,17.18672443,12.57274569,142.935957,41.81200039,29.52457353,Chile,Finance,888,44,4.146053898,4.668432064,10.03423569,6.374830971,11.35171059,2.318265755,116.1263162,0,57.8701657,67.48436804,577.2492398,147.6236574
67,96.39949392,20.66990717,24.03946457,285.2468643,24.92932985,124.9117497,Mexico,Manufacturing,214,40,6.486694828,1.77164885,6.880834772,6.345046497,9.860029634,2.547888783,146.079841,0,,84.55170018,525.8615025,301.2742385
68,150.1766449,25.15939218,10.14721305,77.08164022,82.91660575,64.25000779,Peru,Retail,1800,45,3.442291752,2.090421375,5.814382981,5.91215804,17.39559564,2.218311679,155.9535751,0,41.42432426,117.7908246,563.342362,72.30454831
69,118.0818013,4.374541431,11.80211294,345.2117699,76.01562238,232.3573278,Argentina,Retail,1404,37,3.245099811,3.794150004,10.31376284,9.119623524,18.14365274,2.225167622,34.55155071,0,,131.765883,398.287557,361.8371739
70,67.74401227,14.70947323,15.54178204,201.4149265,35.07936886,109.1394507,Peru,Energy,379,14,6.695987164,2.359126943,6.902014586,8.285242785,14.062015,2.870502011,123.8730736,0,,113.0255009,,204.0630151
71,118.0697803,27.9426468,-0.154643972,140.3588592,67.29354035,73.99766025,Argentina,Retail,1194,16,6.046229184,2.863460976,4.463713986,10.17351795,21.83825652,3.052943189,304.4082283,0,45.33109383,130.8739552,525.702407,141.6619165
72,176.9018283,7.457105768,23.62011727,170.0818228,4.743320954,152.0857316,Chile,Energy,262,43,6.103127965,-1.12665051,7.073435323,9.342519332,13.69784707,1.856751569,64.43261738,0,,101.7077722,,174.1318926
73,98.20869804,22.93557932,11.61863037,280.8919269,55.54911725,105.189188,Peru,Finance,1896,20,2.975969071,-0.029864607,3.418498219,5.239220307,13.48612727,1.733919544,109.7712799,0,,134.8475217,442.9381892,298.238628
74,178.2321828,6.434181954,23.05485519,141.5544708,63.58269056,253.8620737,Colombia,Energy,556,44,2.716479957,-1.821589234,8.916294906,6.38544446,18.30244491,1.890863911,29.74316728,0,,141.0897688,480.6119109,147.8953937
75,10,24.66429982,4.135736036,125.0642311,101.2198943,98.56323717,Colombia,Retail,1626,15,2.130147749,1.046123539,5.359212816,10.7306575,14.33787208,1.098745986,262.48886,0,,65.33061004,520.0732071,131.4745777
76,141.0951252,19.64358518,24.54449538,177.8463402,26.87543592,52.05402185,Colombia,Technology,1938,44,3.185207545,0.645819205,4.606587984,7.593403511,15.42398865,0.909569741,139.1269478,0,,,427.3750801,185.8657186
77,104.3523534,3.848681841,16.20124395,82.30378872,11.64942114,10,Colombia,Energy,965,26,5.870952459,4.977302514,11.56508746,10.37518364,5,2.797167147,56.67097513,0,56.03373173,101.7286038,526.084563,91.82258065
78,85.04963248,31.64739354,14.42432069,382.0543908,23.13716117,147.8449448,Colombia,Manufacturing,850,9,3.200192094,1.889669223,9.768809958,7.700638104,15.08353692,3.438595803,245.86869,0,,91.51792369,366.2157675,401.1773201
79,104.5880388,12.65408423,11.87219563,143.3605409,9.902944991,110.664892,Argentina,Technology,217,1,5.645516418,3.291558586,9.870695027,6.064687143,5.864020313,3.371045293,86.46032505,0,56.265948,109.8383108,524.6119732,151.7727533
80,10,11.89747563,8.011771055,283.1616786,90.09972073,49.97667754,Peru,Energy,1044,35,3.259541327,-0.327882634,8.237219693,7.393478445,8.895247145,0.5,84.97707571,0,,100.8225014,450.2457516,294.4684966
81,89.01640561,22.00569197,19.60425327,220.9470084,96.45917885,233.2458523,Chile,Manufacturing,1619,44,3.97646249,3.652362651,10.39172811,6.063900409,8.323387306,2.254934913,122.0383526,0,,,477.6201405,237.7414053
82,117.8556286,31.48637349,11.12287896,101.546595,59.60649734,196.7071603,Colombia,Technology,879,20,6.91581145,1.920679732,9.591624812,6.868894475,9.787084232,1.397908044,203.1826375,0,,99.4678979,532.5941974,112.7458711
83,173.8947022,9.84178181,-5,199.4045291,86.63884837,148.0247485,Colombia,Energy,1045,45,3.224058656,2.575938653,7.987737041,8.401851413,12.2557307,2.643737438,73.60927099,0,,124.0918916,522.3626078,209.1903108
84,74.08648909,20.6167985,1.062508306,278.4002779,54.01875142,245.5028371,Chile,Finance,1036,6,3.881853136,-0.644553776,11.61124402,9.023210181,12.56753692,2.082176481,189.504961,0,,103.6507619,499.6009398,289.3988167
85,59.57531986,24.288165,8.513233982,181.1738665,47.14665057,196.3775223,Chile,Manufacturing,836,42,3.505435902,1.389107134,3.915949497,4.819617353,18.32137602,3.091911906,122.2584909,0,,112.539095,548.4520276,182.1526781
86,74.91214782,26.93105607,12.47999187,319.3112946,40.00887143,92.40008689,Colombia,Finance,476,10,2.548124932,2.072295787,11.43379719,7.965263985,16.11193907,2.48084691,220.5449317,0,,94.45893799,414.9911994,330.9338772
87,145.7701059,21.76441555,9.547292089,302.1515393,40.68827026,77.25458852,Argentina,Retail,1782,48,4.449470711,1.712757407,6.01438162,6.826768529,5.494627856,0.603998105,133.6939003,0,,109.0412802,510.2207186,306.4236659
88,116.4375555,16.32972161,19.75176632,291.8914855,3.565953311,207.2587081,Chile,Energy,1776,33,3.893453317,4.321549691,7.283989834,6.703170382,15.41647319,1.532914127,109.4568144,0,,75.81570939,460.4914935,301.9328471
89,73.51198981,11.72409779,-5,154.0343228,57.92764291,177.745687,Peru,Energy,1294,16,5.474435429,4.186181316,3.227393195,8.265369238,16.59127623,2.505785115,86.64337894,0,,90.00559001,545.9015734,163.5208894
90,125.6633717,20.86143883,11.14870349,92.01575522,48.78998269,161.8823438,Peru,Manufacturing,1065,36,6.087972735,4.767872463,7.401074389,6.899096255,13.35716742,2.590110429,147.9397342,0,,97.94662783,534.3533535,96.36454323
91,104.8538775,9.27860988,-4.543833803,138.6412395,72.36082172,90.7451538,Argentina,Energy,1083,6,4.721248572,2.339424048,8.112067519,10.76427599,14.69557012,1.094323192,104.6682881,0,,74.47328159,536.1674109,157.1896364
92,148.4322495,1,16.07769836,219.6240941,52.80570489,192.5563297,Mexico,Retail,1193,19,2.16098211,4.775313041,11.97701542,10.37612375,15.95155063,0.963540296,-1.345606718,0,,,582.2690916,228.7500152
93,64.89734531,24.36559804,9.244330284,254.5786714,45.11888895,97.11507818,Argentina,Energy,1708,31,5.094611781,3.659824,11.75192411,10.36365659,18.82299799,2.556245338,262.1969867,0,,106.2622354,556.3173766,265.0619462
94,83.61689267,29.03934841,13.35687978,50,23.8642091,142.8609342,Colombia,Technology,1320,2,2.27695365,-0.833342877,11.66397292,7.010179609,7.125600063,1.096332694,226.9592775,0,,102.5966383,492.1289333,57.813848
95,80.39459234,1,3.088936315,199.1886798,52.1645971,251.2860902,Mexico,Finance,1433,18,5.081781618,0.419485356,5.483880601,6.07500233,13.77841481,0.831370573,14.42335971,0,,116.1273085,499.9366073,199.5134324
96,26.82425259,9.902692953,20.23571945,215.8089225,72.14711692,103.7416035,Colombia,Retail,1982,42,5.425149746,-1.092860462,11.91266499,8.164059859,22.54168049,2.054859487,79.21783764,0,,87.98977964,530.046919,219.1905325
97,114.8060139,26.19154261,18.33379731,172.2455744,15.69983027,39.890752,Peru,Retail,1294,28,2.988838138,-2.966422713,6.554781516,7.699303267,22.08330654,2.011553909,198.4911726,0,,101.1520445,506.8087337,184.1770599
98,113.0527636,40.5749547,14.66835442,329.1273839,52.62421261,76.32169657,Chile,Finance,822,4,6.096730744,-1.495609975,10.51836259,6.782353675,19.25468464,1.621599523,273.1030533,0,,86.56265178,535.2586661,344.6066321
99,100.2556728,20.20793708,8.963862025,242.1780074,56.99128855,219.6009179,Colombia,Finance,1579,1,6.555425658,-2.96751531,4.16319969,5.648531107,17.68412342,1.796263043,106.5378227,0,,114.122571,388.4839788,253.4244276
100,88.27064333,12.71997059,14.63885828,331.0191908,28.45805649,167.8311796,Peru,Retail,1131,47,6.065434821,2.758707691,7.058331797,7.916964061,23.27317374,2.513835723,103.2275321,0,,123.8149223,594.0401759,342.8843946
101,29.2314629,18.17103559,4.344859456,178.403948,32.36431085,140.9785835,Argentina,Finance,1900,42,3.525545951,0.404274382,11.66012096,7.191861099,24.58924001,1.779837096,119.2989381,0,,109.6664965,503.0514292,188.5229962
102,78.96773386,33.74876419,16.84444527,293.7477493,56.91832546,114.3634336,Colombia,Manufacturing,1533,16,4.933215062,-0.499402183,11.47031397,9.376694074,14.35460006,2.570697022,297.5548593,0,,,418.8767335,304.3950204
103,82.86427417,13.54035821,23.19584715,363.5066395,15.99736945,183.9751935,Peru,Finance,1201,45,6.574075746,3.093767129,8.837348778,9.330212103,10.15283778,2.119531464,128.5304309,0,,,454.3103324,382.0456881
104,59.88613654,12.00807993,18.56488448,331.1693449,60.49771146,90.56266043,Chile,Technology,1772,47,3.603323631,3.659894197,9.978143226,10.20159961,13.64853841,2.667650155,122.7139542,0,,116.1118767,393.5336474,341.9353944
105,91.93571442,15.17256478,4.163180242,90.78584066,23.13936879,171.3965898,Colombia,Technology,766,2,6.100139111,4.802396309,3.764266966,5.481408896,30.48347757,3.378205565,77.45533139,0,,101.5083549,445.488246,94.41314775
106,120.2025428,10.46671392,12.89133854,174.6323922,81.88561079,98.81218018,Peru,Manufacturing,135,36,2.047375656,2.136108677,9.216585495,8.802116615,7.153218286,3.339247845,79.30227025,0,,79.50143867,492.8875786,193.4883566
107,194.3092951,21.22670316,-0.34513235,165.4835295,120.1348324,87.16384303,Colombia,Finance,153,1,2.018233514,0.692231668,8.180508083,6.545068588,12.6473043,3.788210471,141.8276683,0,,104.9344278,575.7357306,171.633027
108,108.7288906,36.24678458,14.57912249,248.9254535,24.17729595,105.3758796,Chile,Technology,192,39,5.798558302,-0.557885587,2.915517358,5.559171578,7.936544238,3.338146897,191.6003443,0,,,520.5337293,260.7129352
109,112.8775195,23.23079273,13.6048273,268.6353555,66.02623587,123.7214787,Colombia,Energy,254,23,5.807237911,-1.221454326,3.131590066,7.142795526,15.62381931,2.738557532,164.5433589,0,,146.782579,511.6430306,281.0545083
110,96.27770421,17.47646498,-4.958530716,116.1107326,28.19774285,146.5819115,Colombia,Finance,690,26,5.944885939,-1.296592396,3.084436178,10.13740996,8.986544856,2.066568362,194.8158087,0,,93.31823682,443.2447739,122.7889263
111,10,17.08188731,0.705729249,206.7838514,81.22862521,166.4819057,Peru,Manufacturing,1831,11,6.650134189,0.273514998,9.243569348,7.255363293,14.45624489,2.112239077,130.4471959,0,,112.9007571,458.7757347,219.4638039
112,98.67430623,4.368091913,7.734888826,50,12.04224773,10,Mexico,Finance,1111,42,2.589531559,4.934290842,3.417152082,11.13090932,5.2495242,1.622222694,34.92950836,0,,,462.6536153,53.78618875
113,103.0115105,28.83109777,7.593122023,344.1945006,64.41760275,93.46446096,Colombia,Retail,1436,1,3.159924925,-2.993170421,6.677322711,9.097757031,18.08810333,2.504529291,249.5498068,0,,75.32773152,464.6935694,362.8008048
114,223.1621056,19.22162803,0.324184517,148.7625759,23.81033099,122.5901016,Mexico,Retail,1694,11,6.518624602,-1.422352822,5.569818059,7.211819042,21.11172628,3.197387479,140.141094,0,,62.0295394,482.4231562,155.2965378
115,90.38195176,18.19520086,13.11182983,205.586394,43.79046233,255.3543427,Argentina,Technology,1382,24,2.886180989,-1.492856141,7.505041408,10.32009686,13.08028189,1.774332397,174.0230284,0,,114.9802791,486.1994469,216.3671623
116,115.0773671,51.93107568,12.01178887,169.0350286,19.06924175,74.39981741,Colombia,Retail,1125,10,5.411146338,2.736955884,9.064764872,8.890793544,14.32434996,2.462782141,441.6912176,0,44.89301386,130.9868185,483.0460813,176.4170029
117,98.26441151,22.98752908,8.445846944,314.6027575,74.67051413,161.3957633,Mexico,Manufacturing,50,14,4.652315,-0.180122179,8.847225372,6.134881223,14.18296385,1.822637771,146.3494807,0,,85.30392586,466.4337885,321.2711018
118,41.56609812,12.4820895,3.953667999,50,24.89058937,254.6521217,Argentina,Technology,60,14,2.415968384,0.658086437,7.155199159,11.71760527,15.90455338,2.70935433,149.4695553,0,,66.86614961,506.7526583,65.65307505
119,157.1411407,15.73642404,18.38965701,198.3389658,66.55892778,58.0922029,Peru,Manufacturing,1899,7,3.42631831,-1.811006956,6.643348736,8.518957646,14.80915207,1.950616616,138.5639132,0,,93.49674535,484.2792608,211.8967778
120,137.5966516,31.48445709,23.2432569,189.4181243,39.67705915,177.5782658,Colombia,Manufacturing,796,23,4.601861082,0.239976311,5.978155951,8.037592384,18.84058476,1.760489429,255.6895844,0,,,420.2216377,193.9924344
121,139.5515974,21.13270411,6.131508129,154.6363612,46.56582885,93.84097162,Peru,Retail,1713,43,6.261750583,-2.174401505,10.61909948,6.28893466,21.16519567,1.820033305,132.2490882,0,,86.9936864,501.7190911,163.5184813
